row_id,input_url,content_type,text_raw,text_norm,sentiment_label,sentiment_confidence,watch_intent_label,watch_intent_confidence,confusion_flag,theme_id,theme_label,theme_human_label,theme_description,theme_confidence,is_canonical,canonical_id,label_source
r423,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Hahahahaha ?? cooked! ??,hahahahaha ?? cooked! ??,pos,0.3636,low,0.3464,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8789,1,c232,llm
r424,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r425,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Education is illegal for these b! ***es,education is illegal for these b! ***es,neg,0.3582,low,0.3705,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8514,1,c233,llm
r426,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r427,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r428,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r429,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r430,https://www.instagram.com/reel/DW34A7uCOwb/,comment,And THAT’S what wrong with half these fucking females SMH,and that’s what wrong with half these fucking females smh,neg,0.3688,low,0.3522,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8639,1,c234,llm
r431,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r432,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r433,https://www.instagram.com/reel/DW34A7uCOwb/,comment,"It's like the ""do you wanna a can, sir?""","it's like the ""do you wanna a can, sir?""",neu,0.3721,low,0.3428,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8579,1,c235,llm
r434,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Woman I swear dude stiaght dumb af,woman i swear dude stiaght dumb af,neg,0.3483,low,0.3579,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8913,1,c236,llm
r435,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r436,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????????,????????????,neu,0.3794,low,0.3547,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,0,c228,llm
r437,https://www.instagram.com/reel/DW34A7uCOwb/,comment,You know. I can see the mistake lol,you know. i can see the mistake lol,neu,0.3576,low,0.3476,1,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8800,1,c237,llm
r438,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r439,https://www.instagram.com/reel/DW34A7uCOwb/,comment,??,??,neu,0.3826,low,0.3469,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9594,0,c12,llm
r440,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????,????????,neu,0.3793,low,0.3544,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9333,0,c14,llm
r441,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Typical.  All women think they are wanted by every man.  Stupid bitches,typical. all women think they are wanted by every man. stupid bitches,neg,0.3659,low,0.3517,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8638,1,c238,llm
r442,https://www.instagram.com/reel/DW34A7uCOwb/,comment,????????????,????????????,neu,0.3794,low,0.3547,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,0,c228,llm
r443,https://www.instagram.com/reel/DW34A7uCOwb/,comment,Dumb woman..,dumb woman..,neg,0.3704,low,0.3730,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.9046,1,c239,llm
r445,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,He did nothing actually ????,he did nothing actually ????,neu,0.3598,low,0.3805,1,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8678,1,c240,llm
r446,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@howmanylosses I agree, she was just explaining and then realizing, no more, and he wasn't trying to do anything about her confidence, they were communicating just","i agree, she was just explaining and then realizing, no more, and he wasn't trying to do anything about her confidence, they were communicating just",neu,0.3570,low,0.3659,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8165,1,c241,llm
r447,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@howmanylosses no, simple miscommunication. It was cleared up and she realized","no, simple miscommunication. it was cleared up and she realized",neu,0.3559,low,0.3726,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8697,1,c242,llm
r448,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,@hurdjohn77 it's people acting,it's people acting,neu,0.3473,low,0.3421,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8468,1,c243,llm
r449,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,@hurdjohn77 exactly lol,exactly lol,pos,0.3584,low,0.3440,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9025,1,c244,llm
r450,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@no_m3_acu3rd0 yeah, acting JUST how I described it broski, just because it's acting doesn't make what I said untrue, it just means what I said was even more true","yeah, acting just how i described it broski, just because it's acting doesn't make what i said untrue, it just means what i said was even more true",neu,0.3527,low,0.3383,0,t9,over_was_just,Speeding and Traffic Stops,"Discussions related to speeding, traffic tickets, and being pulled over.",0.8027,1,c245,llm
r451,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,????????????,????????????,neu,0.3794,low,0.3547,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9347,0,c228,llm
r452,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,??????????,??????????,neu,0.3787,med,0.3490,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9324,0,c50,model
r453,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,????,????,neu,0.3856,med,0.3562,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9464,0,c8,model
r454,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,Awesome dude!! ??????,awesome dude!! ??????,pos,0.3747,high,0.3465,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.9221,1,c246,llm
r455,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,That's a crazy way to say she hit him with her knee.,that's a crazy way to say she hit him with her knee.,neu,0.3439,low,0.3533,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8861,1,c247,llm
r456,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"That's how you say that, just like when you elbow someone in the face","that's how you say that, just like when you elbow someone in the face",neu,0.3421,low,0.3408,1,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8373,1,c248,llm
r457,https://www.instagram.com/reel/DW4F2bDCLLd/,reply,"@nicmcj Yeah, but kneed sounds like need. There is no other word in the English language which can be misunderstood with Elbowed. So, the smart way to say is to say you hit me with your knee.","yeah, but kneed sounds like need. there is no other word in the english language which can be misunderstood with elbowed. so, the smart way to say is to say you hit me with your knee.",neu,0.3455,low,0.3445,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8691,1,c249,llm
r458,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,You made my knee grow,you made my knee grow,neu,0.3428,low,0.3381,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9130,1,c250,llm
r459,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,Now Kneel to apologise ????,now kneel to apologise ????,neu,0.3454,low,0.3479,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9060,1,c251,llm
r460,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,Looks like a really good movie..,looks like a really good movie..,pos,0.3780,high,0.3616,0,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.8747,1,c252,llm
r461,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,"Where on earth people calling ""hitting someone by knee"" Kneed? Do they have ""shoulded"", or ""armed"", or ""faced"" ?","where on earth people calling ""hitting someone by knee"" kneed? do they have ""shoulded"", or ""armed"", or ""faced"" ?",neu,0.3525,low,0.3425,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.9037,1,c253,llm
r462,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,@graphacity,,,,,,,,,,,,0,,
r463,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,P,p,neu,0.3617,low,0.3576,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9362,1,c254,llm
r464,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,I didnt know this word existed,i didnt know this word existed,neu,0.3486,low,0.3427,0,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.8613,1,c255,llm
r465,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,I'm gonna knee people all day long tomorrow and say that,i'm gonna knee people all day long tomorrow and say that,neu,0.3395,low,0.3440,1,t7,kneed_knee_need,Wordplay on 'Knee',"Comments playing on the words 'need' and 'knee', often with humorous intent.",0.8414,1,c256,llm
r466,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,,,,,,,,,,,,,0,,
r467,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,"Wow, what an interesting fact","wow, what an interesting fact",pos,0.3743,med,0.3802,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8821,1,c257,llm
r468,https://www.instagram.com/reel/DW4F2bDCLLd/,comment,When #onlyfan girls meet ordinary University graduate boy......,when #onlyfan girls meet ordinary university graduate boy......,neu,0.3472,low,0.3475,0,t2,step_just_can,Step-by-Step Instructions,Comments outlining a series of steps to achieve a goal.,0.8402,1,c258,llm
r470,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Getting angry at her already..,getting angry at her already..,neg,0.3756,low,0.3552,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8752,1,c259,llm
r471,https://www.instagram.com/reel/DW28Wv1kjmN/,reply,@trishmatemba5 oh,oh,neu,0.3688,low,0.3556,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9498,1,c260,llm
r472,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,i would justs leave man thats so annoying,i would justs leave man thats so annoying,neg,0.3853,low,0.3857,0,t0,get_your_now,Personal Statements,"Comments expressing personal needs, opinions, or future actions.",0.8680,1,c261,llm
r473,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,no wonder they made the song bad boys bring heaven to you????,no wonder they made the song bad boys bring heaven to you????,neu,0.3433,low,0.3502,0,t4,was_looks_smooth,Smooth and Youthful,"Comments focus on someone appearing smooth, young, or attractive.",0.8295,1,c262,llm
r474,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,I guess nobody knows the name of the movie,i guess nobody knows the name of the movie,neu,0.3721,med,0.3684,1,t6,movie_name_what,Media Identification,Users are asking for the name of the movie or show being featured.,0.9308,1,c263,llm
r475,https://www.instagram.com/reel/DW28Wv1kjmN/,reply,@andrea.kagwa ya,.kagwa ya,neu,0.3666,low,0.3413,0,t11,killer_service_name,Positive Affirmations,"Short, positive comments like 'yes' or 'welcome'.",0.9179,1,c264,llm
r476,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,,,,,,,,,,,,,0,,
r477,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,??????,??????,neu,0.3815,low,0.3477,1,t8,what_word_name,Exclamations and Questions,"Short, often emoji-filled comments expressing surprise or asking basic questions.",0.9583,0,c11,llm
r478,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Moive TV show or its ai,moive tv show or its ai,neu,0.3705,med,0.3910,1,t10,not_pilot_season,AI or Fake Content,Comments questioning if the content is AI-generated or not real.,0.9025,1,c265,llm
r479,https://www.instagram.com/reel/DW28Wv1kjmN/,comment,Girl move the car,girl move the car,neu,0.3438,low,0.3462,0,t1,she_her_women,Observations on Women,"Comments discussing women's reactions, needs, or behaviors.",0.8012,1,c266,llm
